id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"543P003252";"003252";"";"543P";"1970-06-29";"1970-07-14";"D";"S";"ORGANISATION DE DISTRIBUTEURS POUR LA VENTE DE CONFISERIE, BISCUITERIE, CHOCOLATERIE DANS LES COLLECTIVITES ET GROUPEMENTS D'ACHATS";"OBJET Absent";"000000";"000000";"ZONE INDUSTRIELLE";"";"";"54710";"LUDRES";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003253";"003253";"";"543P";"1970-06-29";"1970-07-18";"D";"S";"GROUPE DE RECHERCHE DE PHYSIO-PATHOLOGIE DIGESTIVE ET NUTRITIONNELLE";"OBJET Absent";"000000";"000000";"127, rue Saint Dizier";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003254";"003254";"";"543P";"1970-07-02";"1970-07-14";"D";"S";"ENSEMBLE INSTRUMENTAL DE LORRAINE";"OBJET Absent";"000000";"000000";"276 AVENUE DU GAL LECLERC";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003255";"003255";"";"543P";"1970-07-06";"1970-07-14";"D";"S";"ASSOCIATION SPORTIVE CREDIT AGRICOLE DE MEURTHE ET MOSELLE";"OBJET Absent";"000000";"000000";"8 AV DE LA RESISTANCE";"";"";"54520";"LAXOU";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003256";"003256";"";"543P";"1970-07-15";"1970-07-30";"D";"S";"AMICALE INTERDEPARTEMENTALE DES CONSEILLERS GENERAUX DE L'EST";"OBJET Absent";"000000";"000000";"109, boulevard d'Haussonville";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003257";"003257";"";"543P";"1970-07-15";"1970-07-25";"D";"S";"SOS DEFENSE DE LA LORRAINE SUD";"OBJET Absent";"000000";"000000";"CIDEX 405 (MME LHUILLIER)";"";"";"54740";"ORMES";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003258";"003258";"";"543P";"1970-07-16";"1970-07-30";"D";"S";"OFFICE NANCEIEN DE LA JEUNESSE ET DES ACTIVITES SOCIO-EDUCATIVES";"OBJET Absent";"000000";"000000";"2 RUE DES FABRIQUES";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003260";"003260";"";"543P";"1970-07-30";"0001-01-01";"D";"S";"CENTRE DES CLASSES MOYENNES DE LA REGION DE LORRAINE";"OBJET Absent";"000000";"000000";"CENTRE CULTUREL DES PREMONTRES";"";"";"54700";"PONT-A-MOUSSON";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003261";"003261";"";"543P";"1970-07-24";"1970-08-06";"D";"S";"ASSOCIATION TUTELAIRE DES INADAPTES DU DEPARTEMENT DE MEURTHE ET MOSELLE";"OBJET Absent";"000000";"000000";"80 RUE ISABEY";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003262";"003262";"";"543P";"1970-07-30";"1970-08-21";"D";"S";"ACCUEIL ET PROMOTION DES IMMIGRES DE LA REGION DE PONT A MOUSSON";"OBJET Absent";"000000";"000000";"31 RUE CLEMENCEAU";"";"";"54700";"PONT-A-MOUSSON";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003263";"003263";"";"543P";"1970-07-18";"1970-08-13";"D";"S";"TENNIS CLUB NANCY FORET DE HAYE";"OBJET Absent";"000000";"000000";"66 RUE ISABEY";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003264";"003264";"";"543P";"1970-08-07";"1970-08-14";"D";"S";"AMICALE SPORTIVE DEROBE";"OBJET Absent";"000000";"000000";"2-4-6 PLACE HENRI MENGIN";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003265";"003265";"";"543P";"1970-08-11";"1970-08-25";"D";"S";"INTER COMITES D'ENTREPRISES ET AMICALES DE L'EST";"OBJET Absent";"000000";"000000";"96 AVENUE DE LA LIBERATION";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003266";"003266";"";"543P";"1970-08-12";"1970-08-20";"D";"S";"ATELIER DE RURALISME ET D'URBANISME DES GEOMETRES-EXPERTS DE LA REGION DE NANCY";"OBJET Absent";"000000";"000000";"19 RUE GUSTAVE SIMON";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P003267";"003267";"";"543P";"1970-08-12";"1970-08-20";"D";"S";"COMMISSION EXTRA-MUNICIPALE DU SECTEUR SAINT EPVRE - VIEILLE VILLE";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003269";"003269";"";"543P";"1970-08-25";"1970-09-16";"D";"S";"COMMISSION EXTRA-MUNICIPALE DU SECTEUR BOUDONVILLE - SCARPONE";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003270";"003270";"";"543P";"1970-08-31";"1970-09-10";"D";"S";"COMMISSION EXTRA-MUNICIPALE DU SECTEUR MON-DESERT - JEAN JAURES - CROIX DE BOURGOGNE";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003271";"003271";"";"543P";"1970-09-01";"1970-09-10";"D";"S";"ASSOCIATION SPORTIVE DAUM";"OBJET Absent";"000000";"000000";"17, rue des Cristalleries";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003272";"003272";"";"543P";"1970-09-04";"0001-01-01";"D";"S";"COMMISSION EXTRA-MUNICIPALE DU SECTEUR SAURUPT - CLEMENCEAU";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003273";"003273";"";"543P";"1970-09-05";"1970-09-27";"D";"S";"AMICALE DES PRINCIPAUX ADJOINTS DE L'ENSEIGNEMENT PUBLIC DES COLLEGES DE L'ENSEIGNEMENT SECONDAIRE DE L'ACADEMIE DE NANCY";"OBJET Absent";"000000";"000000";"CENTRE CULTUREL";"HAUT DU LIEVRE";"";"54100";"NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P003275";"003275";"";"543P";"1970-09-09";"1970-09-28";"D";"S";"CERCLE DE MUSIQUE CONTEMPORAINE";"OBJET Absent";"000000";"000000";"26, rue de la Ravinelle";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P003276";"003276";"";"543P";"1970-09-11";"1970-09-19";"D";"S";"ASSOCIATION DE LA TROUPE DES MAJORETTES DU SOTRE";"OBJET Absent";"000000";"000000";"79 RUE STE CATHERINE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003277";"003277";"";"543P";"1970-09-11";"1970-09-19";"D";"S";"CLUB DES SUPPORTERS DE FOOTBALL-FROUARD-POMPEY";"OBJET Absent";"000000";"000000";"BRASSERIE DU GLOBE";"21, rue de Metz";"";"54340";"POMPEY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003278";"003278";"";"543P";"1970-09-14";"1970-10-14";"D";"S";"ASSOCIATION POUR LA FORMATION DE SECOURISTES";"OBJET Absent";"000000";"000000";"rue Joseph Cugnot";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003279";"003279";"";"543P";"1970-09-15";"1970-09-24";"D";"S";"ASSOCIATION SPORTIVE DE SAINT-NICOLAS-DE-PORT";"OBJET Absent";"000000";"000000";"2, rue des bouleaux";"";"";"54210";"ST-NICOLAS-DE-PORT";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003280";"003280";"";"543P";"1970-09-14";"1970-09-24";"D";"S";"CLUB OMNISPORT DE VILLERS - SECTION DE KARATE (COSV - KARATE)";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"boulevard des Aiguillettes";"";"54600";"VILLERS-LES-NANCY";"PM";"";"W543009786";"R";"";"2017-04-18 11:36:40"
"543P003281";"003281";"";"543P";"1970-09-22";"1970-10-16";"D";"S";"COMMISSION EXTRA-MUNICIPALE DU SECTEUR ""NANCY CENTRE""";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003282";"003282";"";"543P";"1970-09-28";"1970-10-16";"D";"S";"FOOTBALL-CLUB CITROÊN NANCY";"OBJET Absent";"000000";"000000";"C.A.L.";"11, rue du Tapis vert";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003283";"003283";"";"543P";"1970-10-02";"1970-10-10";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PRESCOLAIRE ET ELEMENTAIRE DE PONT-A-MOUSSON";"OBJET Absent";"000000";"000000";"7, rue Saint Laurent";"";"";"54700";"PONT-A-MOUSSON";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003284";"003284";"";"543P";"1970-10-02";"1970-10-10";"D";"S";"ASSOCIATION DE PARENTS D'ELEVES DU COLLEGE JACQUES CALLOT DE NEUVES MAISONS";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54230";"NEUVES-MAISONS";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003285";"003285";"";"543P";"1970-09-30";"1970-10-23";"D";"S";"ANIMATION SERVICE";"OBJET Absent";"000000";"000000";"4 RUE GAL DROUOT";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P003286";"003286";"";"543P";"1970-10-05";"1970-10-11";"D";"S";"AMICALE DES AGENTS DU SERVICE DES TRAINS DE LA REGION DE NANCY";"OBJET Absent";"000000";"000000";"2 PLACE THIERS";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P003287";"003287";"";"543P";"1970-10-02";"1970-10-16";"D";"S";"AMICALE LORRAINE DE L'ENSEIGNEMENT CATHOLIQUE";"OBJET Absent";"000000";"000000";"9, clos de Médreville";"53, rue de Laxou";"";"54000";"NANCY";"PL";"";"";"S";"";"0001-01-01 00:00:00"
"543P003288";"003288";"";"543P";"1970-09-30";"1970-10-16";"D";"S";"CENTRE DE PERFECTIONNEMENT DES INDUSTRIES CHIMIQUES";"OBJET Absent";"000000";"000000";"1 RUE GRANDVILLE";"BP 451";"";"54001";"NANCY CEDEX";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003291";"003291";"";"543P";"1970-10-09";"1970-10-24";"D";"S";"ASSOCIATION DU PARC NATUREL REGIONAL DE LORRAINE";"OBJET Absent";"000000";"000000";"CHEM DES CLOS-DOM CHARMILL";"";"";"54700";"PONT-A-MOUSSON";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003292";"003292";"";"543P";"1970-10-03";"1970-11-14";"D";"S";"AMICALE DE LA JEUNESSE SPORTIVE ET EDUCATIVE DE MONTAUVILLE";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54700";"MONTAUVILLE";"PM";"";"W543015086";"R";"";"2021-10-14 11:35:03"
"543P003293";"003293";"";"543P";"1970-10-15";"0001-01-01";"D";"S";"COMMISSION EXTRA-MUNICIPALE DU SECTEUR SAINT GEORGES - GRANDS MOULINS";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003294";"003294";"";"543P";"1970-10-20";"1970-10-31";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PUBLIC (P.E.E.P.) DU SECTEUR SCOLAIRE DU C.E.S. MONPLAISIR, VANDOEUVRE";"OBJET Absent";"000000";"000000";"C.E.S. MONPLAISIR";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003295";"003295";"";"543P";"1970-10-19";"1970-10-31";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PUBLIC DU COLLEGE GUYNEMER DE NANCY";"OBJET Absent";"000000";"000000";"21 BOULEVARD JOFFRE";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P003296";"003296";"";"543P";"1970-10-20";"1970-11-06";"D";"S";"COMMISSION EXTRA-MUNICIPALE DU SECTEUR BLANDAN - HAUSSONVILLE";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003297";"003297";"";"543P";"1970-10-23";"1970-11-06";"D";"S";"ASSOCIATION DES MENAGES DU CHATEAU DU GEC";"OBJET Absent";"000000";"000000";"25 RUE ALBERT 1ER";"";"";"54600";"VILLERS-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003299";"003299";"";"543P";"1970-10-27";"1970-11-06";"D";"S";"ASSOCIATION SPORTIVE RIMMA";"OBJET Absent";"000000";"000000";"PARC DES LAURENTIDES";"2 PLACE JACQUES QUARTIER";"";"54280";"SEICHAMPS";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003300";"003300";"";"543P";"1971-01-14";"1970-11-15";"D";"S";"JUDO CLUB DE LA MADELEINE";"OBJET Absent";"000000";"000000";"51 RUE BIZE";"";"";"54410";"LANEUVEVILLE-DEVANT-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003302";"003302";"";"543P";"1970-10-28";"1970-11-26";"D";"S";"COMMISSION EXTRAMUNICIPALE DU SECTEUR SAINT-FIACRE - TROIS-MAISONS";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003303";"003303";"";"543P";"1970-10-28";"1970-11-06";"D";"S";"ASSOCIATION LA CONCORDE";"OBJET Absent";"000000";"000000";"149 RUE SAINT DIZIER";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003304";"003304";"";"543P";"1970-10-28";"1970-11-15";"D";"S";"UNION CULTURELLE ET SPORTIVE DE NANCY BANLIEUE";"OBJET Absent";"000000";"000000";"49 RUE ISABEY";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003305";"003305";"";"543P";"1970-11-03";"1970-11-21";"D";"S";"ASSOCIATION DE LA PAROISSE SAINT-MICHEL DE SAINT-MAX - MALZEVILLE";"OBJET Absent";"000000";"000000";"42, rue Hector Berlioz";"";"";"54130";"ST-MAX";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003307";"003307";"";"543P";"1970-11-09";"0001-01-01";"D";"S";"ASSOCIATION DES RESPONSABLES DES RUCHES ENFANTINES D'ART SUR MEURTHE, HARAUCOURT, ROSIERES AUX SALINES, VARANGEVILLE, ST NICOLAS DE PORT ET DOMBASLE";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54110";"DOMBASLE-SUR-MEURTHE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003308";"003308";"";"543P";"1970-11-09";"1970-11-24";"D";"S";"ASSOCIATION DE SOUTIEN FAMILIAL";"OBJET Absent";"000000";"000000";"140 RUE CHARLES GOUNOD";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003309";"003309";"";"543P";"1970-11-05";"1970-11-25";"D";"S";"ASSOCIATION SPORTIVE ET EDUCATIVE DE L'ECOLE NOTRE DAME";"OBJET Absent";"000000";"000000";"40 QUAI CLAUDE LE LORRAIN";"";"";"54000";"NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P003312";"003312";"";"543P";"1970-11-10";"1970-12-08";"D";"S";"AMICALE DES HABITANTS DU NID DE LA VILLE DE LANEUVEVILLE-DEVANT-NANCY";"OBJET Absent";"000000";"000000";"29 RUE DE LA PAIX";"";"";"54410";"LANEUVEVILLE-DEVANT-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003313";"003313";"";"543P";"1970-11-13";"1970-11-29";"D";"S";"COMMISSION EXTRA-MUNICIPALE DU SECTEUR SAINT GEORGES - GRANDS MOULINS";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003315";"003315";"";"543P";"1970-11-16";"1970-11-29";"D";"S";"ASSOCIATION D'EDUCATION POPULAIRE DE L'ECOLE SAINT MANSUY";"OBJET Absent";"000000";"000000";"AVENUE RAYMOND PINCHARD";"";"";"54100";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003316";"003316";"";"543P";"1970-11-13";"1970-11-29";"D";"S";"ASSOCIATION DES ETUDIANTS ET DES ANCIENS ETUDIANTS DU DEPARTEMENT GESTION DES ENTREPRISES ET DES ADMINISTRATIONS DE IUT DE NANCY";"OBJET Absent";"000000";"000000";"BD CHARLEMAGNE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003317";"003317";"";"543P";"1970-11-16";"1970-12-02";"D";"S";"ASSOCIATION NATIONALE DES ANCIENS COMPAGNONS DU GENERAL DE GAULLE";"OBJET Absent";"000000";"000000";"2, rue du maquis de Ranzey";"";"";"54130";"ST-MAX";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003319";"003319";"";"543P";"1970-11-20";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE DU CES MIXTE DE SAINT NICOLAS DE PORT";"OBJET Absent";"000000";"000000";"8 ROUTE DE COYVILLER";"";"";"54210";"ST-NICOLAS-DE-PORT";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003320";"003320";"";"543P";"1970-11-23";"1970-12-02";"D";"S";"ASSOCIATION DU MAGNIFICAT";"OBJET Absent";"000000";"000000";"27 RUE DES FOSSES";"";"";"54700";"PONT-A-MOUSSON";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P003322";"003322";"";"543P";"1970-11-26";"1970-12-05";"D";"S";"LA GARDE DES DUCS DE LORRAINE";"OBJET Absent";"000000";"000000";"33, rue du général Frère";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003323";"003323";"";"543P";"1970-11-24";"1970-12-09";"D";"S";"ASSOCIATION DES UTILISATEURS DU CENTRE SOCIO CULTUREL DE DOMBASLE";"OBJET Absent";"000000";"000000";"AVENUE DE LUNEVILLE";"";"";"54110";"DOMBASLE SUR MEURTHE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003325";"003325";"";"543P";"1970-11-26";"1970-12-05";"D";"S";"CERCLE FOLKLORIQUE DU SECTEUR DE NANCY";"OBJET Absent";"000000";"000000";"161 AVENUE DU GENERAL LECLERC";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003326";"003326";"";"543P";"1970-12-01";"1970-12-13";"D";"S";"ACTION ET REFORME";"OBJET Absent";"000000";"000000";"5 COURS LEOPOLD";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003327";"003327";"";"543P";"1970-12-02";"1970-12-24";"D";"S";"FOYER RURAL DE JEUNES ET D'EDUCATION DE VAUDEVILLE";"OBJET Absent";"000000";"000000";"";"";"";"54740";"VAUDEVILLE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003328";"003328";"";"543P";"1970-12-02";"1970-12-13";"D";"S";"ASSOCIATION VEGETARIENNE DE LORRAINE";"OBJET Absent";"000000";"000000";"135, avenue de la Libération";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003329";"003329";"";"543P";"1970-11-30";"1970-12-24";"D";"S";"ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE SAINTE-BERNADETTE";"OBJET Absent";"000000";"000000";"110  RUE DE BOUDONVILLE";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P003331";"003331";"";"543P";"1970-12-04";"1970-12-19";"D";"S";"FOOTBALL-CLUB DE LA SOCIETE DE PAVAGE ET DES ASPHALTES DE PARIS ET DE L'ASPHALTE";"OBJET Absent";"000000";"000000";"3-5, rue Charles Welsche";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003332";"003332";"";"543P";"1970-12-04";"1970-12-22";"D";"S";"COMITE DE BASE DE L'UNION DES GRANDES ECOLES DE L'INSTITUT COMMERCIAL";"Assurer la défense des intérêts des élèves de l'Institut Commercial de Nancy et des élèves des Grandes Ecoles";"000000";"000000";"1, rue Gustave Simon";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003333";"003333";"";"543P";"1970-12-04";"1970-12-22";"D";"S";"COMITE DE BASE DE L'UNION DES GRANDES ECOLES DE L'ECOLE NATIONALE SUPERIEURE DES INDUSTRIES CHIMIQUES";"OBJET Absent";"000000";"000000";"1, rue Gustave Simon";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003334";"003334";"";"543P";"1970-12-04";"1970-12-22";"D";"S";"COMITE DE BASE DE L'UNION DES GRANDES DE L'ECOLE NATIONALE SUPERIEURE D'ELECTRICITE ET MECANIQUE DE NANCY";"OBJET Absent";"000000";"000000";"1, rue Gustave Simon";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003335";"003335";"";"543P";"1970-12-04";"1970-12-22";"D";"S";"ASSOCIATION DES DIPLOMES UNIVERSITAIRES DE TECHNOLOGIE ""BIOLOGIE APPLIQUEE"" DE NANCY";"OBJET Absent";"000000";"000000";"I.U.T BIOLOGIE APPLIQUEE";"le Montet";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003336";"003336";"";"543P";"1970-12-10";"1970-12-22";"D";"S";"ASSOCIATION DES ANCIENS AUDITEURS DE L'ASSOCIATION INTERPROFESSIONNELLE DE FORMATION ET DE PERFECTIONNEMENT DES CADRES ET DE LA MAITRISE";"OBJET Absent";"000000";"000000";"2, rue Girardet";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003338";"003338";"";"543P";"1970-12-11";"0001-01-01";"D";"S";"AMICALE DU PERSONNEL DE LA VILLE DE VANDOEUVRE";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003341";"003341";"";"543P";"1970-12-17";"1971-01-05";"D";"S";"ASSOCIATION SPORTIVE ET CULTURELLE DE SAULXURES-LES-NANCY";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54420";"SAULXURES-LES-NANCY";"PM";"";"W543010627";"R";"";"2018-09-10 12:42:37"
"543P003342";"003342";"";"543P";"1970-12-22";"1971-01-05";"D";"S";"FEDERATION NATIONALE DES SERVICES ADMINISTRATIFS DES POSTES ET TELECOMMUNICATIONS (CADRES B ET C)";"Il est constitué entre les contrôleurs divisionnaires, chefs de section et contrôleurs des services administratifs des Postes et Télécommunications, pour l'étude des questions professionnelles et les rapports entreles organismes syndicaux et administratifs que nécessite le défense de leurs intérêts moraux et matériels.Son activité est indépendante de toute philosophie politique ou religieuse ainsi que de toute tendance syndicale.";"000000";"000000";"3, Boulevard Joffre";"";"";"54039";"NANCY CEDEX";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P003343";"003343";"";"543P";"1970-12-18";"1971-01-05";"D";"S";"ASSOCIATION SPORTIVE DE BOUXIERE AUX CHENES";"OBJET Absent";"000000";"000000";"LE VERROT";"";"";"54770";"BOUXIERES AUX CHENES";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P003344";"003344";"";"543P";"1970-12-29";"1971-01-07";"D";"S";"GROUPE LORRAIN D'ECONOMIE MEDICALE (G.L.E.M.)";"OBJET Absent";"000000";"000000";"CENTRE HOSPITALIER UNIVERSITAIRE DE BRABOIS";"route de Neufchâteau";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003345";"003345";"";"543P";"1970-12-24";"1971-01-07";"D";"S";"COMMISSION EXTRA-MUNICIPALE DU SECTEUR SAURUPT - CLEMENCEAU";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003348";"003348";"";"543P";"1970-12-28";"1971-01-07";"D";"S";"ASSOCIATION POUR LE DEVELOPPEMENT DES ARTS ET DE LA CULTURE DANS LE DEPARTEMENT DE MEURTHE-ET-MOSELLE (ARTEMM)";"OBJET Absent";"000000";"000000";"22, rue de Boudonville";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003350";"003350";"";"543P";"1971-01-08";"1971-01-17";"D";"S";"ASSOCIATION SPORTIVE DE L'UNION NATIONALE DU SPORT SCOLAIRE DU COLLEGE SAINT-EXUPERY A SAINT-NICOLAS-DE-PORT";"OBJET Absent";"000000";"000000";"COLLEGE";"10, rue G. R emy BP 13";"";"54210";"ST-NICOLAS-DE-PORT";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003352";"003352";"";"543P";"1971-01-19";"1971-01-27";"D";"S";"GROUPEMENT DES INGENIEURS ET CADRES DE PONT-A-MOUSSON S.A.";"OBJET Absent";"000000";"000000";"91 AVENUE DE LA LIBERATION";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003353";"003353";"";"543P";"1971-01-15";"1971-01-27";"D";"S";"ASSOCIATION SAINT MARTIN";"OBJET Absent";"000000";"000000";"53 GRANDE RUE";"";"";"54420";"SAULXURES-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003354";"003354";"";"543P";"1971-01-18";"1971-01-27";"D";"S";"SPORT TWIRL SCARPONNAIS";"OBJET Absent";"000000";"000000";"20 RUE HAMONVAUX";"";"";"54380";"DIEULOUARD";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003355";"003355";"";"543P";"1971-01-22";"1971-01-30";"D";"S";"ASSOCIATION FAMILIALE ET DE CONSOMMATEUR";"OBJET Absent";"000000";"000000";"rue du Pont Mouja";"";"";"54700";"BLENOD-LES-PONT-A-MOUSSON";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P003356";"003356";"";"543P";"1971-01-22";"1971-01-30";"D";"S";"FORQUIN-EST (FORMATION DES QUINCAILLIERS DE L'EST";"OBJET Absent";"000000";"000000";"2, rue Girardet";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P003358";"003358";"";"543P";"1971-01-25";"1971-02-07";"D";"S";"AMICALE DU PERSONNEL DE LA VILLE DE VANDOEUVRE";"OBJET Absent";"000000";"000000";"HOTEL DE VILLE";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
