id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"543P006059";"006059";"";"543P";"1982-10-01";"1982-10-12";"D";"S";"ASSOCIATION DES RESSORTISSANTS MAROCAINS DE PONT A MOUSSON";"OBJET Absent";"000000";"000000";"10 RUE LEPOIS";"";"";"54700";"PONT-A-MOUSSON";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006060";"006060";"";"543P";"1982-10-06";"1982-10-19";"D";"S";"ASSOCIATION D'AMITIE FRANCO-VIETNAMIENNE";"OBJET Absent";"000000";"000000";"2 RUE CHARLES MARTEL";"";"";"54000";"NANCY";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P006061";"006061";"";"543P";"1982-10-07";"1982-10-19";"D";"S";"A TRAVERS CHANTS";"OBJET Absent";"000000";"000000";"7 RUE DE BOURGOGNE";"";"";"54140";"JARVILLE-LA-MALGRANGE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006063";"006063";"";"543P";"1982-10-08";"1982-10-19";"D";"S";"NOOS";"OBJET Absent";"000000";"000000";"31 RUE SAINT-NICOLAS (CHEZ M. KREPPER ALAIN)";"";"";"54000";"NANCY";"PM";"";"W543008490";"R";"";"2015-02-26 15:46:39"
"543P006064";"006064";"";"543P";"1982-10-11";"1982-10-19";"D";"S";"ASSOCIATION LORRAINE DES NEGOCIANTS D'OBJETS DE COLLECTION (A.L.N.O.C.)";"OBJET Absent";"000000";"000000";"HOTEL ALTEA   PLACE THIERS";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006065";"006065";"";"543P";"1982-10-11";"1982-10-20";"D";"S";"CLUB UTILISATEUR DES SYSTEMES TP 11 - THERAPLAN - TRIM  ET EQUIVALENTS";"OBJET Absent";"000000";"000000";"CENTRE ALEXIS VAUTRIN";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006067";"006067";"";"543P";"1982-10-12";"1982-10-20";"D";"S";"ASSOCIATION POUR LA PROMOTION DE LA MUSIQUE DANS LE SECTEUR DE PONT-A-MOUSSON";"Contribuer à assurer le rayonnement des activités musicales dans le secteur - Organiser l'animation musicale - Rechercher et mettre à la disposition de ses membres les moyens humains et matériels.";"000000";"000000";"51, rue de Scarpone";"";"";"54700";"PONT-A-MOUSSON";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P006068";"006068";"";"543P";"1982-10-12";"1982-10-20";"D";"S";"ASSOCIATION SPORTIVE DE L'E.S.R. (ECOLE SPECIALE DE RADIO-ELECTRICITE)";"OBJET Absent";"000000";"000000";"86 BD. JEAN-JAURES";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006070";"006070";"";"543P";"1982-10-13";"1982-10-20";"D";"S";"ASSOCIATION DES RESIDENTS DU CHANCENAY";"OBJET Absent";"000000";"000000";"7 BD. LOBAU";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006071";"006071";"";"543P";"1982-10-14";"1982-10-27";"D";"S";"ASSOCIATION POUR LA RETROCESSION DE LA GRANDE FORESTIERE";"OBJET Absent";"000000";"000000";"10, allée des tilleuls";"";"";"54280";"CHAMPENOUX";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006072";"006072";"";"543P";"1982-10-18";"1982-10-27";"D";"S";"ASSOCIATION D'INFORMATION ET DE DEFENSE DES SINISTRES DE JOFFRE-SAINT-THIEBAUT";"OBJET Absent";"000000";"000000";"15 F, boulevard Joffre";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006073";"006073";"";"543P";"1982-10-18";"1982-10-27";"D";"S";"ASSOCIATION POUR LE DEVELOPPEMENT INTEGRE ET LES TRANSFERTS DE TECHNOLOGIE (A.D.I.T.E.C.)";"OBJET Absent";"000000";"000000";"1 RUE DE LA SALPETRIERE";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P006074";"006074";"";"543P";"1982-10-18";"1982-10-27";"D";"S";"CONFEDERATION NATIONALE DU LOGEMENT: FEDERATION DE M&M";"OBJET Absent";"000000";"000000";"IMMEUBLE ATLANTIQUE";"";"";"54410";"LANEUVEVILLE-DEVANT-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006077";"006077";"";"543P";"1982-10-20";"0001-01-01";"D";"S";"MOUVEMENT POUR L'ANIMATION DES JEUNES ETUDIANTS";"OBJET Absent";"000000";"000000";"103 RUE DE METZ";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006079";"006079";"";"543P";"1982-10-22";"1982-11-03";"D";"S";"UNION VINCIPONTAINE DES COMMERCANTS ET ARTISANS";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54550";"PONT-ST-VINCENT";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006080";"006080";"";"543P";"1982-10-22";"1982-11-03";"D";"S";"ASSOCIATION INTER-JEUNES DE NANCY ET SON AGGLOMERATION";"OBJET Absent";"000000";"000000";"97 RUE MAL. NEY";"";"";"54140";"JARVILLE-LA-MALGRANGE";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P006081";"006081";"";"543P";"1982-10-25";"1982-11-07";"D";"S";"SOCIETE DE CHASSE MEURTHE ET MOSELLE ISERE";"OBJET Absent";"000000";"000000";"3 RUE DU GAL FABVIER";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006082";"006082";"";"543P";"1982-10-25";"1982-11-07";"D";"S";"ASSOCIATION DES RESIDENTS LOCATAIRES DU NOUVEAU LOGIS";"OBJET Absent";"000000";"000000";"Le Nouveau Logis";"30-32, boulevard du 26è -Régiment-d'infanterie";"";"54000";"NANCY";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P006083";"006083";"";"543P";"1982-10-27";"1982-11-07";"D";"S";"ASSOCIATION DU MOUVEMENT DE LA PAIX DU SECTEUR DE PONT-A-MOUSSON";"OBJET Absent";"000000";"000000";"11 RUE DE L'ARCHELLE";"";"";"54700";"NORROY-LES-PONT-A-MOUSSON";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006084";"006084";"";"543P";"1982-10-28";"1982-11-07";"D";"S";"ASSOCIATION DE LOISIRS ET VACANCES LORRAINS";"OBJET Absent";"000000";"000000";"9 RUE DU POINT DU JOUR";"";"";"54210";"ST-NICOLAS-DE-PORT";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006085";"006085";"";"543P";"1982-10-28";"1982-11-07";"D";"S";"AIKIDO BUDO CLUB DOMBASLOIS";"OBJET Absent";"000000";"000000";"8 RUE LYAUTEY";"";"";"54110";"DOMBASLE-SUR-MEURTHE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006086";"006086";"";"543P";"1982-10-29";"1982-11-11";"D";"S";"FOYER DU TROISIEME AGE DES ANCIENS TRAVAILLEURS DE CREVECHAMPS";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54290";"CREVECHAMPS";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P006087";"006087";"";"543P";"1982-10-29";"1982-11-11";"D";"S";"COMITE DES OEUVRES SOCIALES ET AMICALE DU PERSONNEL COMMUNAL DE MESSEIN";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54850";"MESSEIN";"PF";"";"W543015687";"R";"";"2022-12-01 14:46:33"
"543P006088";"006088";"";"543P";"1982-10-29";"1982-11-11";"D";"S";"ECLATS DE RIRE";"OBJET Absent";"000000";"000000";"12 ALLEE DE MONDORF-LES-BAINS";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006090";"006090";"";"543P";"1982-11-02";"1982-11-11";"D";"S";"EXPRESSION ET COMMUNICATION";"enseigner les techniques d'expression. Le but des cours est à la fois d'assurer les techniques de diction et de pallier l'usure des mots qui ne portent plus la vérité des êtres, de parler juste - peu de mots suffisent, parfois même le silence - , de rendre possible la communication, de libérer le dynamisme de la parole essentielle créatrice d'humanité. Certaines personnes approfondissent les techniques d'expression dans un sens chrétien sous l'intitul' ""atelier spirituel Présence"". L'enseignement des techniques d'expression orale et de communication entrainant naturellement la mise en place de spectacles, l'association décide d'étendre son action à l'enseignement de toute expression à caractère artistique, en particulier en direction de la musique et de ses applications aux techniques du spectacles";"000000";"000000";"10, rue de la Commanderie";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P006091";"006091";"";"543P";"1982-11-02";"1982-11-11";"D";"S";"ASSOCIATION TOMBLAINOISE DU MOUVEMENT DE LA PAIX";"OBJET Absent";"000000";"000000";"11 RUE DIDEROT";"";"";"54510";"TOMBLAINE";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P006093";"006093";"";"543P";"1982-11-04";"1982-11-14";"D";"S";"ORGANISME REGIONAL INTERPROFESSIONNEL DE FORMATION PERMANENTE";"OBJET Absent";"000000";"000000";"1 GRANDE RUE";"";"";"54700";"JEZAINVILLE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006094";"006094";"";"543P";"1982-11-04";"1982-11-14";"D";"S";"ASSOCIATION LAIQUE DES PARENTS D'ELEVES DU COLLEGE ET DES ECOLES DE CUSTINES (ALPE /FCPE)";"OBJET Absent";"000000";"000000";"COLLEGE LOUIS MARIN";"";"";"54670";"CUSTINES";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P006095";"006095";"";"543P";"1982-11-05";"1982-11-14";"D";"S";"ASS. POUR LA RECHERCHE EN GESTION ET EN ECONOMIE A NANCY (AGENA)";"OBJET Absent";"000000";"000000";"22 RUE DES SOURCES";"";"";"54180";"HOUDEMONT";"PL";"";"";"A";"";"0001-01-01 00:00:00"
"543P006096";"006096";"";"543P";"1982-11-05";"1982-11-19";"D";"S";"ASSOCIATION SPORTIVE ET CULTURELLE DE LA CITE JUDICIAIRE";"OBJET Absent";"000000";"000000";"CITE JUDICIAIRE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006098";"006098";"";"543P";"1982-11-08";"0001-01-01";"D";"S";"MOUVEMENT POUR L'EGALITE PARENTALE DE LORRAINE";"OBJET Absent";"000000";"000000";"MJC DESFORGES";"27 RUE DE LA REPUBLIQUE";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006099";"006099";"";"543P";"1982-11-08";"1982-11-19";"D";"S";"ASSOCIATION 93 BIS";"OBJET Absent";"000000";"000000";"93 BIS RUE DES 4 EGLISES";"";"";"54000";"NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P006102";"006102";"";"543P";"1982-11-10";"1982-11-19";"D";"S";"ASSOCIATION DES CONTROLEURS EMPLOYEURS DES REGIONS BOURGOGNE - CHAMPAGNE - FRANCHE COMTE - LORRAINE";"OBJET Absent";"000000";"000000";"AVENUE ANDRE MALRAUX";"";"";"54600";"VILLERS-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006103";"006103";"";"543P";"1982-11-10";"1982-11-19";"D";"S";"I.C.N. ITALIA";"OBJET Absent";"000000";"000000";"4 RUE DE LA RAVINELLE";"";"";"54000";"NANCY";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P006104";"006104";"";"543P";"1982-11-16";"1982-11-28";"D";"S";"DYNAMIC GYM ET LOISIRS";"OBJET Absent";"000000";"000000";"7 RUE JEAN MOULIN";"";"";"54510";"TOMBLAINE";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P006105";"006105";"";"543P";"1982-11-16";"1982-11-28";"D";"S";"FEDERATION DES CENTRES D'INFORMATION FEMININS ET FAMILIAUX DE LORRAINE";"OBJET Absent";"000000";"000000";"78 PLACE DU CL. DRIANT";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006106";"006106";"";"543P";"1982-11-16";"1982-11-28";"D";"S";"PROSPECTIVES MEDICALES";"OBJET Absent";"000000";"000000";"34 RUE GAMBETTA";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006107";"006107";"";"543P";"1982-11-17";"1982-11-28";"D";"S";"COLLECTIF ETUDIANT DE SOUTIEN A SOLIDARNOSC";"OBJET Absent";"000000";"000000";"13 PLACE CARNOT";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006108";"006108";"";"543P";"1982-11-17";"0001-01-01";"D";"S";"ECCO FORMATION";"OBJET Absent";"000000";"000000";"26 RUE GAMBETTA";"";"";"54000";"NANCY";"PL";"";"";"S";"";"0001-01-01 00:00:00"
"543P006109";"006109";"";"543P";"1982-11-17";"1982-11-28";"D";"S";"ESPACE POETIQUE";"OBJET Absent";"000000";"000000";"42 RUE DR. CALMETTE";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P006110";"006110";"";"543P";"1982-11-19";"1982-12-01";"D";"S";"COMITE DES FETES ET DU RAYONNEMENT DE MAXEVILLE";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54320";"MAXEVILLE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006111";"006111";"";"543P";"1982-11-19";"1982-12-01";"D";"S";"AZIMUTS";"OBJET Absent";"000000";"000000";"67 RUE DE METZ";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006112";"006112";"";"543P";"1982-11-10";"1982-12-01";"D";"S";"AMICALE DU PERSONNEL COMMUNAL DE LA VILLE DE MARBACHE";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54820";"MARBACHE";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P006113";"006113";"";"543P";"1982-11-22";"1982-12-01";"D";"S";"TAROT CLUB D'ESSEY-LES-NANCY";"OBJET Absent";"000000";"000000";"74 AV. FOCH";"";"";"54270";"ESSEY LES NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006114";"006114";"";"543P";"1982-11-22";"1982-12-01";"D";"S";"ASSOCIATION FROUARDAISE DU MOUVEMENT DE LA PAIX";"OBJET Absent";"000000";"000000";"17 RUE ARTHUR RIMBAUD";"";"";"54390";"FROUARD";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P006115";"006115";"";"543P";"1982-11-23";"1982-12-07";"D";"S";"CLUB RADIO STANISLAS F.M. (RADIO STAN)";"OBJET Absent";"000000";"000000";"48 BIS RUE GABRIEL MOUILLERON";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006116";"006116";"";"543P";"1982-11-25";"1982-12-07";"D";"S";"L'ENVOL";"OBJET Absent";"000000";"000000";"15  RUE DU CHAMPY";"";"";"54210";"ST-NICOLAS-DE-PORT";"PM";"";"W543008294";"R";"";"2014-11-04 16:40:56"
"543P006117";"006117";"";"543P";"1982-11-25";"1982-12-07";"D";"S";"GAILOR";"OBJET Absent";"000000";"000000";"72 BIS RUE DU MAL OUDINOT";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006118";"006118";"";"543P";"1982-11-26";"1982-12-08";"D";"S";"ATELIER D'EXPRESSION ET DE REALISATION  AUDIOVISUELLE (AERA)";"OBJET Absent";"000000";"000000";"17 AVE.MAL JUIN";"";"";"54000";"NANCY";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P006119";"006119";"";"543P";"1982-11-26";"1982-12-08";"D";"S";"EXCEL'S VOILE";"OBJET Absent";"000000";"000000";"12 RUE DE LA VISITATION";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P006120";"006120";"";"543P";"1982-11-29";"1982-12-08";"D";"S";"LES NOUVEAUX COMPAGNONS D'HORUS";"OBJET Absent";"000000";"000000";"23 RUE ALFRED MEZIERES";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006121";"006121";"";"543P";"1982-11-25";"1982-12-08";"D";"S";"AMICALE DU PERSONNEL CADRE DE LA S.A.H.L.M EST";"OBJET Absent";"000000";"000000";"4  RUE GIRARDET";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006122";"006122";"";"543P";"1982-11-29";"1982-12-08";"D";"S";"STE HIPPIQUE RURALE DE LA FORET DE PUVENELLE";"OBJET Absent";"000000";"000000";"CHEMIN DE LA FONTAINE";"";"";"54700";"PONT-A-MOUSSON";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P006123";"006123";"";"543P";"1982-11-30";"1982-12-08";"D";"S";"ASSOCIATION DE SPELEOLOGIE ET DE SAUVEGARDE DES CAVERNES (A.S.S.C.A.)";"OBJET Absent";"000000";"000000";"96 RUE AMBROISE CROIZAT";"";"";"54510";"TOMBLAINE";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P006124";"006124";"";"543P";"1982-11-30";"1982-12-08";"D";"S";"ASSOCIATION SPORTIVE DE PORT- SUR-SEILLE";"OBJET Absent";"000000";"000000";"ROUTE DE MORVILLE";"";"";"54700";"PORT-SUR-SEILLE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006125";"006125";"";"543P";"1982-11-30";"1982-12-12";"D";"S";"ASSOCIATION POUR UNE DEMOCRATIE LOCALE";"OBJET Absent";"000000";"000000";"6 RUE DU XX CORPS";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006126";"006126";"";"543P";"1982-11-30";"1982-12-12";"D";"S";"ASSOCIATION VANDOPERIENNE ET VILLAROISE DU MOUVEMENT DE LA PAIX";"OBJET Absent";"000000";"000000";"2 ALLEE DES POLDERS";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006127";"006127";"";"543P";"1982-12-01";"1982-12-12";"D";"S";"ASSOCIATION RADIO NANCY AGGLOMERATION";"OBJET Absent";"000000";"000000";"SQUARE BONNET";"40 RUE DE BOUDONVILLE";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006128";"006128";"";"543P";"1982-12-01";"1982-12-12";"D";"S";"LES AMIS DE LA TERRE DE NANCY";"OBJET Absent";"000000";"000000";"26  RUE DE SEVRES";"";"";"54180";"HEILLECOURT";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P006129";"006129";"";"543P";"1982-12-01";"1982-12-12";"D";"S";"JEUNES SYLVICULTEURS DE L'EST";"OBJET Absent";"000000";"000000";"11 RUE DE LA COMMANDERIE";"";"";"54000";"NANCY";"PM";"";"W543009725";"R";"";"2017-03-13 14:22:53"
"543P006130";"006130";"";"543P";"1982-11-30";"1982-12-12";"D";"S";"LES COMPAGNONS DU DEMI-MILLENAIRE DE LA BASILIQUE DE SAINT-NICOLAS-DE-PORT";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54210";"ST-NICOLAS-DE-PORT";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006131";"006131";"";"543P";"1982-11-30";"1982-12-12";"D";"S";"RAYONNEMENT DE SAINT-NICOLAS-DE-PORT";"OBJET Absent";"000000";"000000";"5 AV. GAL DE GAULLE";"";"";"54210";"ST-NICOLAS-DE-PORT";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P006132";"006132";"";"543P";"1982-12-02";"1982-12-12";"D";"S";"ASSOCIATION POUR LE DESENCLAVEMENT DE TOMBLAINE";"OBJET Absent";"000000";"000000";"1 RUE A. FRANCE (LA MOSOS)";"";"";"54510";"TOMBLAINE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006133";"006133";"";"543P";"1982-12-07";"1982-12-19";"D";"S";"AMICALE DES RETRAITES VILLAROIS";"OBJET Absent";"000000";"000000";"FOYER PAUL ADAM";"rue Jean Giraudaux";"";"54600";"VILLERS-LES-NANCY";"PF";"";"W543007855";"R";"";"2014-03-05 17:16:11"
"543P006134";"006134";"";"543P";"1982-12-07";"1982-12-19";"D";"S";"AMICALE DES PERSONNELS DU CENTRE HOSPITALIER DES ARMEES SEDILLOT";"OBJET Absent";"000000";"000000";"50 RUE DU SERGENT BLANDAN";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006135";"006135";"";"543P";"1982-12-08";"1982-12-19";"D";"S";"CENTRE REGIONAL D'ETUDES ET DE BIOLOGIE PRENATALE DE LORRAINE";"étude de la biologie du développement prénatal de l'être humain avec mise au point des méthodes d'exploration et de traitement ainsi que l'information des professionnels de santé, des responsables de l'administration et du public";"000000";"000000";"LABORATOIRE DE GENETIQUE";"avenue de Bourgogne";"";"54500";"VANDOEUVRE-LES-NANCY";"PF";"";"W543009368";"R";"";"2016-08-18 11:09:19"
"543P006137";"006137";"";"543P";"1982-12-09";"1982-12-19";"D";"S";"GROUPEMENT DES ASSOCIATION DE L'HOTEL DE POLICE NANCY SECTION PECHE";"OBJET Absent";"000000";"000000";"HOTEL DE POLICE";"38, boulevard Lobau";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006140";"006140";"";"543P";"1982-12-10";"1983-01-04";"D";"S";"COMITE DE SOUTIEN A MICHEL BERTRAND";"OBJET Absent";"000000";"000000";"19 RUE DU GENERAL FRERE";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006141";"006141";"";"543P";"1982-12-10";"1983-01-04";"D";"S";"ETRE ET CONNAITRE";"OBJET Absent";"000000";"000000";"39  RUE MAL OUDINOT";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006142";"006142";"";"543P";"1982-12-10";"1983-01-04";"D";"S";"REPONSES";"OBJET Absent";"000000";"000000";"126 AVENUE DE STRASBOURG";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006143";"006143";"";"543P";"1982-12-13";"1983-01-04";"D";"S";"LES JEUNES LECTEURS DU CHARMOIS";"OBJET Absent";"000000";"000000";"ECOLE DU CHARMOIS";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P006144";"006144";"";"543P";"1982-12-14";"1983-01-04";"D";"S";"ASSOCIATION NANCEIENNE DE LA RADIO LOCALE FLASH";"OBJET Absent";"000000";"000000";"CITE DES PROVINCES";"printemps automne";"";"54520";"LAXOU";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006145";"006145";"";"543P";"1982-12-14";"1983-01-04";"D";"S";"I C N SUPPORTS PEDAGOGIQUES";"OBJET Absent";"000000";"000000";"4 RUE DE LA RAVINELLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006147";"006147";"";"543P";"1982-12-14";"1983-01-04";"D";"S";"ETRE BIEN ENSEMBLE (E.B.E.)";"OBJET Absent";"000000";"000000";"70  RUE DE LAXOU";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006149";"006149";"";"543P";"1982-12-16";"1983-01-04";"D";"S";"CINE-CLUB DE LA RAVINELLE";"OBJET Absent";"000000";"000000";"35  RUE DE LA RAVINELLE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006151";"006151";"";"543P";"1982-12-17";"1983-01-04";"D";"S";"ASS. POUR LA GESTION ET L'ANNIMATION DE LA SALLE SOCIO-EDUCATIVE DE MALLELOY";"OBJET Absent";"000000";"000000";"MAIRIE DE MALLELOY";"";"";"54670";"MALLELOY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006152";"006152";"";"543P";"1982-12-17";"1983-01-08";"D";"S";"ROLLER-CLUB DE NANCY VANDOEUVRE";"OBJET Absent";"000000";"000000";"MJC LOUVAIN";"RUE DE LOUVAIN";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006153";"006153";"";"543P";"1982-12-17";"1983-01-08";"D";"S";"ASSOCIATION DU QUARTIER DU VAL DE FER";"OBJET Absent";"000000";"000000";"MAIRIE";"";"";"54230";"NEUVES-MAISONS";"PM";"";"W543014956";"R";"";"2021-05-27 13:28:28"
"543P006154";"006154";"";"543P";"1982-12-21";"1983-01-08";"D";"S";"ASSOCIATION DES ANCIENS ET AMIS DE PERTUY CONSTRUCTION";"OBJET Absent";"000000";"000000";"20  RUE BLAISE PASCAL";"";"";"54320";"MAXEVILLE";"PM";"";"W543010586";"R";"";"2018-07-31 14:07:09"
"543P006156";"006156";"";"543P";"1982-12-22";"1983-01-08";"D";"S";"UNION LORRAINE DES SYNDICATS DENTAIRES  (U.L.S.D.)";"OBJET Absent";"000000";"000000";"Maison Dentaire";"25, 29, rue de Saurupt";"";"54000";"NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P006157";"006157";"";"543P";"1982-12-22";"1983-01-08";"D";"S";"CERCLE D'ETUDES LOCALES DE LUDRES";"OBJET Absent";"000000";"000000";"Maison Emile Gallé";"Grande rue";"";"54710";"LUDRES";"PM";"";"W543007770";"R";"";"2014-01-16 16:22:02"
"543P006158";"006158";"";"543P";"1982-12-22";"1983-01-08";"D";"S";"ASSOCIATION LORRAINE DE COMMUNICATION";"OBJET Absent";"000000";"000000";"20 RUE JOSEPH MOUGIN";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006159";"006159";"";"543P";"1982-12-23";"1983-01-08";"D";"S";"MIEUX VIVRE A HOUDEMONT";"OBJET Absent";"000000";"000000";"8 RUE DES JARDINS";"";"";"54180";"HOUDEMONT";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P006160";"006160";"";"543P";"1982-12-23";"1983-01-11";"D";"S";"ASSOCIATION NANCEIENNE CULTURE ET RENCONTRES ETUDIANTES (A.N.C.R.E.)";"OBJET Absent";"000000";"000000";"1 SQ. DU HAUT DE PENOY";"";"";"54500";"VANDOEUVRE-LES-NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006161";"006161";"";"543P";"1982-12-27";"1983-01-11";"D";"S";"ASSOCIATION POUR LA PROMOTION  LA DIFFUSION ET L'ANIMATION DE MUSIQUES ORIGINALES";"OBJET Absent";"000000";"000000";"61 RUE JEANNE D'ARC";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006162";"006162";"";"543P";"1982-12-31";"1983-01-11";"D";"S";"DEFENSE DES SUPPORTERS MUNDIAL 82 DE L'HOTEL FOXA  MADRID";"OBJET Absent";"000000";"000000";"110 BD. D'AUSTRASIE";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P006163";"006163";"";"543P";"1982-12-28";"1983-01-11";"D";"S";"ASSOCIATION HISTOIRE ET CULTURE - CERCLE PIERRE GAXOTTE ( A.H.C.-C.P.G.)";"OBJET Absent";"000000";"000000";"chez MME Lucienne GOEPFERT";"84, rue de Badonviller";"";"54000";"NANCY";"PF";"";"W543013923";"R";"";"2019-03-26 14:51:15"
"543P006164";"006164";"";"543P";"1982-12-28";"1983-01-11";"D";"S";"FREQUENCE METAL...M H Z";"OBJET Absent";"000000";"000000";"62 RUE PASTEUR";"";"";"54550";"PONT-SAINT-VINCENT";"PM";"";"";"S";"";"0001-01-01 00:00:00"
